pizza_name_id,pizza_size,pizza_ingredients,Total_Required_Quantity_Grams
the_greek_xl,XL,Feta Cheese,704.1423268506444
the_greek_xl,XL,Garlic,234.71410895021478
the_greek_xl,XL,Kalamata Olives,234.71410895021478
the_greek_xl,XL,Red Onions,938.8564358008591
the_greek_xl,XL,Tomatoes,469.42821790042956
the_greek_xxl,S,Beef Chuck Roast,4.252067191127079
the_greek_xxl,S,Feta Cheese,1.7008268764508316
the_greek_xxl,S,Garlic,0.5315083988908849
the_greek_xxl,S,Kalamata Olives,0.5315083988908849
the_greek_xxl,S,Red Onions,2.1260335955635394
the_greek_xxl,S,Tomatoes,1.0630167977817697
the_greek_xxl,XXL,Beef Chuck Roast,119.05788135155824
the_greek_xxl,XXL,Feta Cheese,47.623152540623295
the_greek_xxl,XXL,Garlic,14.88223516894478
the_greek_xxl,XXL,Kalamata Olives,14.88223516894478
the_greek_xxl,XXL,Red Onions,59.52894067577912
the_greek_xxl,XXL,Tomatoes,29.76447033788956
veggie_veg_l,L,Garlic,136.17245179584472
veggie_veg_l,L,Green Peppers,181.56326906112628
veggie_veg_l,L,Mushrooms,544.6898071833789
veggie_veg_l,L,Red Onions,544.6898071833789
veggie_veg_l,L,Red Peppers,136.17245179584472
veggie_veg_l,L,Spinach,408.51735538753417
veggie_veg_l,L,Tomatoes,272.34490359168944
veggie_veg_l,L,Zucchini,272.34490359168944
veggie_veg_m,M,Garlic,135.00313331828477
veggie_veg_m,M,Green Peppers,202.50469997742715
veggie_veg_m,M,Mushrooms,540.0125332731391
veggie_veg_m,M,Red Onions,540.0125332731391
veggie_veg_m,M,Red Peppers,135.00313331828477
veggie_veg_m,M,Spinach,405.0093999548543
veggie_veg_m,M,Tomatoes,270.00626663656953
veggie_veg_m,M,Zucchini,270.00626663656953
veggie_veg_s,S,Garlic,49.32397941707413
veggie_veg_s,S,Green Peppers,197.2959176682965
veggie_veg_s,S,Mushrooms,197.2959176682965
veggie_veg_s,S,Red Onions,197.2959176682965
veggie_veg_s,S,Red Peppers,49.32397941707413
veggie_veg_s,S,Spinach,147.97193825122238
veggie_veg_s,S,Tomatoes,98.64795883414826
veggie_veg_s,S,Zucchini,98.64795883414826
